language	premise	hypothesis	label
gn	Ijarýi omombe'úmi mba'éichapa ikypy'y ha iména oho hikuái tavaguasúpe, Augusta-pe ha ohasávo hkuái ipiremorotîvaramo.	Aguéla kypy'y ipire morotî ha ova Texas-pe.	contradiction
gn	Néi, upéicharamo japytáta ñanemboriahu ha ojehasapa ñande ári.	Ñane rembiapo ojoko chupekuéra omoporâve haĝua.	entailment
gn	Rohenoijeýta aĝamive, he'i.	He'i ohenoitaha oĝuahê vove hógape.	neutral
gn	Upéichakuri, mmm…, añeñapytîhague.	Ajeasegura haĝua añapytîtu'u ijevilla.	neutral
gn	Upe tuichave mba'éva niko upe jahecha ñoha'ânga IRT-pe, ndaha'éi jaha reínteva.	Ñoha'ânga IRT-pe rehecha haĝua tekotevê reñembosako'i, rejesareko porâ, reikuaa hembiasa hamba'e, péicha ikatúta ovale ndéve.	neutral
gn	Ha'éniko, emañava'erâ ápe, ápe emaña, Ha'e he'i chéve mbohapy henda rupi amaña haĝua computadora-pe.	Ha'e he'i chéve umi kuatia ñongatuha oîtaha che mesa amba'apoha ári.	neutral
gn	Hepy, heta viru rehupytykuaa umichagua mba'épe, iporâva rehe nga'u.	Ikatu heta viru rehupyty rerekóramo téla aorâ iporâva.	neutral
gn	Héê, ndajapoporâiniko, Mba'épa oiko upe jasypakôime ñandetapykueramoguare? Mboy vóto rehe? Heta voto rehe?	Oñemboyke tapichakuéra nosêséi rupi vota.	neutral
gn	Snake River, heta mbói ipype.	Snake River henyhê mbóigui.	entailment
gn	Karai Loren Field ha iñirûnguéra rembiapo niko osê upe kuatia arandu Sciencie rováre, upéva upe kuatia herakuâ guasu ohechakuaáre tembiapo arandureka rehegua ha upéva oñemomba'eterei mbo'ehaópe.	Loren Field omba'apo  upe mbo'ehaópe	entailment
gn	PD: Viru reme'êva oréve tuichaiterei mba'e ko 85 ro'y rogueroguatávape, rojapóvo ko Indiapolis Teatro Cívico-gui upe ñoha'anga tavaygua renda itujavéva ñane etâme.	Roguerovy'aite ko Indianapolis Teatro Cívico omba'apohague ko'â 85 ro'y pukukue.	entailment
gn	kóva upe omongyhyjevéva mondahakuérape, umi ogaykeregua ombohyapuetereíva ha avei oiméramo ha'e hymba jagua oñarôreipáva, kóva oipytyvôta avei upevarâ.	Mondahápe ndo'aporâi jagua.	entailment
gn	Ojejapo umi mba'e ambue hendáicha hendivekuéra.	Ojapo hendivekuéra ambue hendáicha hikuái.	entailment
gn	Orembovy'avéva niko IRT omyakâ rehe ñane retâme oikuave'êva ñoha'ânga rehegua temimbo'ekuérape.	IRT niko omba'apo ñoha'ânga temimbo'ekuérape ĝuarâ pyahukuéra mbo'ehaópe.	neutral
gn	Néi, upépe ndaipóri avave ikatuva'erâ chepytyvô.	Oî heta tapicha ikatúva chepytyvô upépe.	contradiction
gn	P. S. ko Viru oñeme'êva IMA-pe niko navida rehegua jopói neporâva.	Viru térâ oimeraê oñeme'êva máva rérape niko naiporâi âichagua viru ñemono'ôme.	contradiction
gn	Nepytyvô haĝua upe reme'êséva oñembohape haĝua ikatu rehenói jeroviápe Kathy Dannels, Ñakârapu'â Sâmbyhyha, ko pumbyrýpe 924-6770.	Ehenói Kathy Dannels-pe reñe'êséramo upe The Walking Dead-pe oikova'ekue ange pyhare.	contradiction
gn	Ha chepy'ara'â sapy'ánte upe havilla ha sapy'ánte nahániri. Meme nahániri voi.	Nda'uséi havilla hû.	contradiction
gn	Ambuekuéra ohechakuaa rohupyty porâva.	Jajavyñaína ha opavavéva ojechakuaa.	contradiction
gn	Cheñyrô, rohepyme'ê oikuaávape. Mitâ ñeñangareko, katu rohepyme'ê okapaguáichante avei.	Mitâ ñeñangareko ndahepyvéi okaháre.	entailment
gn	Ha'e opyta Augustare-pe upe?	Aikua ohohague Augustagui upe riremíntema.	contradiction
gn	Upe aty'i sâmbyhyha myakâhára	Upe Fiedeicomiso aty'i naimyakâhárai.	contradiction
gn	Peteî mba'e iporâva jahupytýva niko upe jaha oparupi, javiaha.	Mba'evete ndajahupytýi.	contradiction
gn	Jaikuaápiko ja'étava?	Mba'e jajapo ja'e haĝua?	entailment
gn	Néi, oî porâ. Jajuecha peve!	Jajuecha peve!	entailment
gn	Chéverôguarâ héra Anderson kuri, ha upéva upe kuimba'e oha'âva'ekue  Reagan-pe ojehechauka haĝua isâ'ÿvaramo.	Anderson itenonde Reagan rehe.	contradiction
gn	Ha ha'e ikuñarayhurasa, ha!, ha'ete ku okápe oîva. Ha nde reikuaáma, ndo'aporâi chéve umíva, katu umíva che rembiasánte.	Ndaha'éi ku agueropepoitereíva chupe.	entailment
gn	Upéicha, héê, opáichavo, umi mbohapy, umi U2 pilóto oî mburuvichavete Kennedy mba'apoha rendápe ipya'eve, Washington general May ndive.	Greneral May márô ndohóiva Mburuvichavete Kennedy mba'apoha rendápe.	contradiction
gn	Viru oikéva Civic-pe ou â henda guivo: óga jehepyme'ê, ñembokatupyry, óga jepuruka viru rehe, fundación ha empresa-gui, ha tapicha  ndeichagua, peteîteî ome'êva viru.	Oî tapicha ome'êva oréve viru ore atyha oku'e haĝua.	entailment
gn	Héê, upéicha, napeñe'êpeínara'e, reikuaaporâpype ndaikatuiha reñangareko hesekuéra, ha katu reikuaa outaha umi ogapy kakuaágui.	Opavave oñangareko hogapýre tou oúva.	contradiction
gn	Umi 5539 temimbo'e oikéva mbo'ehao ombokatupyrýva mo'âhárape niko hechapyrâ.	Mbo'ehao ombokatupyrýva mo'âhararâme niko oipe'a hokê 100 ro'y pukukue ha oreko 5539 temimbo'e.	neutral
gn	Joaju neporâva nilko oî ko'êko'êre oî rupi upe Aty Joajurâ ñepytyvô.	Upe Aty Joajurâ oipytyvô ojoaju haĝua tapichakuéra.	entailment
gn	Chéverô ĝuarâ nda'upeichaiete.	Upe nde ereháicha, chéverô ĝuarâ.	contradiction
gn	Ha'e opyta Augustare-pe upe?	Opyta Augusta-pe?	entailment
gn	Héê, ko'âva oîva ko yvate ñanemba'e ha ñande joaju tekoha okaraygua ndive naiporâiete.	Sapy'ánte osyryporâiterei árupi upe joaju.	neutral
gn	Añetehápe chembopochy ndarekovéigui, katu oiméne upeichatantevoi ndekorapyséramo.	Rereko vove nde yvy pehê'imi ndaiporivéma reperdeva'erâ.	contradiction
gn	Rejepy'apyva'erâ upe mba'éichapa marandu tetâmegua oĝuahê umi tekoha rupi.	Umi kuatiahai tetâmegua ohechauka ñande rekohakuéra itapykueha.	neutral
gn	Ko'âva oipe'a temimbo'ekuéra ha mbo'ehárape kuaa rape tuicháva oñeha'arô'ÿva okonvidápype ambue tapicha ha temimbo'ekuérape upe mbo'ehaovusu oîkarusúpe oî rehe upe tetâ vorépe.	Temimbo'ekuérape ou porâ jeju mbo'ehaovusu okarusúpe.	entailment
gn	Ko'âichagua tembiapo Young Library Leaders ha Love is Reading Together Week , ojejapo mitâpyahúpe ĝuarâ ha omokyre'ÿ voi guive  iñarandukakotyrayhu haĝua	Oî tembiapopy omokyre'ÿva mitânguérape oike haĝuâ arandukakotýpe mokôijey peteî arapokôindýpe.	neutral
gn	he he, ikachiâi ha oiméne umichagua techaukarâ ahayhuvehína.	Ndo'aporâi chéve umi techaukarâ ikachiâiva.	contradiction
gn	Héê, areko cooperativa oipurukáva viru.	Ahájepi py'ÿi che cooperativa oipurukáva virúpe.	neutral
gn	Ndokapumo'âi upe gatillo'ÿre.	Ndaipóri gatillo embokapu haĝua.	contradiction
gn	Añetehápe nontendéi.	Añetehápe chupe nahesakâi.	entailment
gn	Nde!!!, upéva ñemihaitepeguavoira'e.	Upéva upe marandu opavéva mba'e.	contradiction
gn	Remoñe'êpiko The firm?	Remoñe'êpiko La firma?	entailment
gn	Ndepa ere umi kuatiahaipyre Colorado Sping-pegua onohê marandu ñande rekohapegua.	Mba'épa nde ere umi kuatiahaipyre mba'éichapa omombe'u oikóva ñande rekoha rupi.	entailment
gn	Ha ojuhu hikuái ko óga, ko Departamento, térâ pemboheraseháicha, oiko haĝua hikuái ha oî kavalete Broad Street rembe'ýpe.	Oiko hikuái peteî óga vaimíme Main Street-pe.	contradiction
gn	Nde réra térâ ambue mba'e nde reipotáva oñemboguapýta kuatiápe techaukarâme.	Upe kuatia techaukarâ nomoîri téra térâ ambue mba'e.	contradiction
gn	Che aimeramoguare upépe, Texas-pe, areko 55000.	Aikókuri Texas-pe '80 pukukue.	neutral
gn	Nde jopói iporâitereíta jaguerovy'a haĝua Ára 85º.	Ko'à mba'e rojapo rojúvo 80 ro'y pukukue árima.	entailment
gn	Umi orepytyvôva py'a porâme rupivente heta mba'e rohupyty.	Jahechápype mba'éichapa ijetu'upa viru ñongatuhakuéra reko, orepytyv`vakuéra oipe'apa umígui iviru.	contradiction
gn	Ha'e Grecia-ygua ha ha'e peteî táva michîva Grecia-pe oîva hérava Tokalleka, ou Amérika-pe, chéverô ĝuarâ 1969 térâ 1970 rupi ha pya'e voi omenda.	Ha'e griego katu noñe'êi inglés.	neutral
gn	Ohepyme'ê oñeñangareko, oñemongaru ha oñembohóga haĝua hetaiterei mymba ha ka'avo upe mymba rendápe.	Kóva ou porâ umi mymba oîva upépe.	entailment
gn	Ndoikuaái mba'erâpa oho ni mba'eve, upémaramo omombe'úta Whashington-pe oje'ehaguépe	Ndaikuaaporâi mba'épa ajapóta, upévare aha Washington-pe oje'ehaguépe chéve amomaranduva'erâha.	entailment
gn	Upéicha, héê, ipya'eve, ipya'eteve ohóvo ha roveve pytagua retâ gotyo.	Ipya'eve ohóvo.	entailment
gn	Upe soporte fisiológico iñambue upe tekove rehegua soporte-gui oiporúva umi pilóto ta'ânga onohêva ijyvatekue tuicháva 80.000 py peve ha agueru jey.	Upe ta'ânga noheha ojepe'ákuri.	contradiction
gn	Peteî mba'e iporâva jahupytýva niko upe jaha oparupi, javiaha.	Jeho niko upe mba'e iporâva jahupytýva kóvape.	entailment
gn	Oiméne petî mokôi aravópe mba'e ajuhu ahekáva.	Heta aheka, upe aranduka iñambusu ha ñandesareapa.	neutral
gn	Reñemoîkuaava'erâ ambue tapicha rendápe.	Rehasakuaava'erâ ambue tapicha ohasáva.	entailment
gn	he he, ikachiâi ha oiméne umichagua techaukarâ ahayhuvehína.	Oiméne ahechajeýva'erâ upe tembiapo pukarâ.	neutral
gn	Oje'éramoguare chupe ohova'erâha hógape upe kuimba'e ndive, ha'e he'i: Che, ahava'erâ hendive?	Oje'e chupe okeva'erâha upe kuimba'e ndive.	neutral
gn	Oñepyrûva'ekue ñoha'ângahára rembiapo oguatávaramo 1973 ramo ohechaukáva temimbo'ekuérape táva Gary, Elkhart ha Terre Haute rupi, ko'áĝa upe IRT rembiapo tekombo'e rehegua.	Ñoha'ângahára ohupytyva'ekue Oscar oikova'ekue oguata Indiana rupi 1973 ramo.	neutral
gn	Katuete, umíva ikatu omokyre'ÿve mba'e vai apoha, nde reikuaa, oî oikéva omonda nde téle ha ohepyme'êjey upérupi nomba'apovéi rupi.	Upáva ikatu ombohetave vai apoha.	entailment
gn	Ndaikuaái, avy'a ñañomongeta rehe tandepyhare porâite.	Ndaikuaái mba'érepa nañeñanduporâi, katu nda'eséi ndéve.	neutral
gn	Néi, heterei pene lasáña.	Ne lasáña heterei.	entailment
gn	Ko'â oga'apo hepyetereive umi oremoñemúva ikatúva ohepyme'ê hese, upeva rehe roikotevê ñepytyvô ha viru ikatúva peteîteî ome'ê oréve jahechápa noromboguejyvéipa hepykue.	Ko'â ogapy oikotevê viru ojejapo haĝua.	entailment
gn	Upéve oî oñeha'âvo omyatyrô.	Hesakâ porâ chéve iñepyrûmby guive.	contradiction
gn	Upéicha rupi ahenoijey Ramona-pe aporandu haĝua chupe..., néi, eheja tamohu'â, apoandu chupe peteî mba'e ojapóva rehegua.	Ndaijái chéve aporandúvo upéva.	neutral
gn	Nda'areguasúi che añemoarandu upépe ha upéi aha Londres-pe poteî jasy.	Umi Londres-pegua mbo'ehao umi iporâvéva.	neutral
gn	Hûûû, Upéva ha'étakuri che, kóva ovevéta oimeháicha, ojehechátantevoi oimeraêva oúva oma'ê.	I'll Fly Away upe ta'ângamýi ahechaseséva, ahechájepi peteîjey arakopôindýpe.	neutral
gn	Ojevý oréve 58% umi jeikerâ ojehepyme'êvo, ha hembýva 32% roha'arô ojevy angirû ndeichagua ñepytyvô rupive.	kóva ko ary ipaha rohepyme'êta ko jeikerâ.	neutral
gn	Che jarýi o'ararecha 1910-pe, mitâkuña'iva'ekue ha'e.	Che jarýi onace 1899-pe.	contradiction
gn	hgh	ha'e opyta hendivekuéra New York-pe.	entailment
gn	Iporâiténe añete ijáramo ndéve ha rejumi rehecha nete ne mbo'ehao, mba'éichapa rokakuaa ko'â ro'y pukukue ha revy'a avei orendive opytava'ekue rehe ñandéve.	Ani reju mbo'ehaópe, rerukánte viru.	contradiction
gn	Ha upéva ári amañáne , ikatu V6.	Chéverô ĝuarâ V6 iporâvéva ikatúva rejapo.	neutral
gn	Ndoikói mba'eve ndereikuaáiramo mba'eve hesegua.	Chéverô ĝuarâ ehecha ambueva'erâ ha ejesarekove kóva rehe!	contradiction
gn	Opáichavo, angete aĝuahê ógape ko 6:30 rupi. Upéva che ára.	Ajevy ógape asaje karurâ ha apytu'u ka'arukue.	contradiction
gn	ñembokatupyry mba'aporâme ojeporúramo 00, peteî tapicha ohupytýtavape oñeñongatukuaa 3$	Oimeraê tapicha ohepyme'êva ñembokatupyry mba'aporâ rehe ohundi 5$	contradiction
gn	Iporâ'i.	Héê, rohechakuaa hasyhague, katu ipahápe osê porâiterei.	neutral
gn	Néi, heterei pene lasáña.	kóva ko lasáña he'ÿvéva aikûmbýva!	contradiction
gn	Oî gueteri upe hyepýpe	Ore roimo'â ha'e oho hague, katu opyta.	neutral
gn	Upépe oporandu chéve mba'érepa aha.	Oporandu chéve hikuái mba'érepa aha upe ñemuhágui.	neutral
gn	Upe Ejército de Salvación escudo pytâ ikatu rire oñe'ê ikatúta omombe'u mba'éichapa ramoite roipytyvô peteî kuimba'e huguy asukávape ojuhu haĝua upe insulina oikotevêva.	Ejército de Salvación oipytyvô oikotevêvape.	neutral
gn	Ndoikói mba'eve ndereikuaáiramo mba'eve hesegua.	Aikuaa ndaha'eiha rehayhupáva upéva.	neutral
gn	Ogueraha hendivekuéra Joe-pe ha che jarýi he'i óga itaperetereiha, ndereikuaa, opavave ohechaga'u Joe-pe ha ndoikuaái hikuái mba'épa ojapóta.	Maymavéva ovy'a!	contradiction
gn	Tekotevê añepyrû añembokatupyry upe ñeñaníme.	Tekotevê aikuaa upe ñeñani ñepysânga rehegua.	neutral
gn	Reimépype Mbo'ehao ombokatupyrýva mo'âhararâme, roikuaa reikuaaha ore rembiapo jeguata.	Avave ndoikéi mbo'ehao ombokatupyrýva mbo'âharakuérape.	contradiction
gn	Néi, oiméne ndaikuaaporâi, añetehápe ne'írâ gueteri amohendapa porâ añandúva upe pohâ vai rehegua añehesa'ÿijoukáramoguare. Chéniko heterosexual ha nda'éiva haune haĝua pohâ vai.	Naimeietevoi upe pohâ vai rehegua ñehesa'ÿijo ojejapóvo.	contradiction
gn	Jepivéramo rojotopa che tio róga okayguápe y rembe'ýpe ha rohasájepi peteî, mokôi ára rupi upépe.	Rohójepi sapy'a upe óga okáyguápe.	entailment
gn	He'ise Becky, Stephanie, Marcus ha Emily umívape, upéicha avei he'ise ambue temimbo'e ha'ekueraichagua	Becky temimbo'e.	entailment
gn	Roikuaave'êse peteî tenda ikatuhápe oñembokatupyry porâ ñoha'ângahára ivaléva ko komunidápe ikatupyryve rekávo.	Oî ñoha'ângahára oñembokatupyrýva ñoha'ângaha tavayguápe.	entailment
